,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Brand,Model_Only,Car Age
2398,66100,Diesel,Manual,1,6.0,Hyundai,Creta,10
2399,65010,Diesel,Manual,2,11.01,Mahindra,XUV500,13
2400,65250,Petrol,Manual,1,4.9,Maruti,Dzire,8
2401,97830,Petrol,Manual,1,4.39,Maruti,Ciaz,8
2402,37210,Diesel,Auto,1,22.59,Tata,Harrier,3
2403,130000,Diesel,Manual,1,4.5,Maruti,Ertiga,12
2404,35960,Diesel,Manual,1,21.91,Mahindra,XUV700,3
2405,77110,Diesel,Auto,2,12.33,Jaguar,XF,10
2406,8720,Diesel,Manual,2,12.79,Hyundai,Creta,4
2407,67390,Petrol,Manual,1,12.95,Hyundai,Creta,2
2408,68500,Diesel,Manual,1,10.8,Hyundai,Verna,6
2409,150000,Diesel,Auto,2,4.07,Ford,Endeavour,15
2410,190000,Diesel,Manual,1,5.5,Maruti,Dzire,8
2411,38180,Diesel,Auto,1,12.0,KIA,SONET,2
2412,27900,Petrol,Manual,1,7.0,Renault,Kiger,3
2413,34160,Petrol,Manual,1,10.79,Hyundai,VENUE N LINE,2
2414,110000,Diesel,Manual,2,3.7,Maruti,Ciaz,9
2415,75210,Petrol,Manual,1,3.23,Maruti,Wagon R 1.0,7
2416,86120,Diesel,Manual,1,9.47,Hyundai,Creta,8
2417,29500,Petrol,Manual,1,13.5,KIA,SELTOS,5
2418,79870,Diesel,Manual,3,6.7,Hyundai,VENUE,6
2419,98260,Diesel,Manual,2,3.7,Ford,Ecosport,10
2420,91250,Diesel,Manual,1,14.5,Tata,Safari,3
2421,120000,Diesel,Auto,2,14.5,Ford,Endeavour,9
2422,30800,Petrol,Manual,1,8.0,Hyundai,AURA,2
2423,28000,Diesel,Manual,1,4.27,Volkswagen,Polo,12
2424,150000,Diesel,Manual,2,4.7,Tata,Safari Storme,9
2425,140000,Diesel,Manual,1,3.96,Ford,Figo Aspire,10
2426,70450,Petrol,Manual,3,2.95,Renault,Duster,11
2427,27480,Petrol,Manual,2,4.26,Hyundai,Grand i10,6
2428,68920,Petrol,Manual,1,11.12,Skoda,KUSHAQ,4
2429,39800,Petrol,Auto,1,11.25,Maruti,Ciaz,3
2430,100000,Diesel,Manual,2,3.2,Maruti,S Cross,9
2431,23520,Petrol,Manual,1,4.28,Maruti,Celerio,5
2432,55590,Petrol,Auto,2,7.8,Honda,City,7
2433,38680,Diesel,Manual,1,10.5,Hyundai,VENUE,2
2434,19000,Petrol,Manual,1,9.0,Honda,WR-V,3
2435,49710,Diesel,Manual,1,8.18,Mahindra,XUV500,9
2436,48870,Diesel,Manual,1,5.6,Tata,NEXON,8
2437,89830,Diesel,Manual,1,3.28,Renault,Duster,12
2438,91730,Diesel,Auto,3,5.56,Skoda,Superb,12
2439,120000,Diesel,Manual,1,10.5,Mahindra,Scorpio,8
2440,44520,Petrol,Manual,2,3.37,Maruti,Swift,10
2441,21490,Petrol,Auto,1,52.85,Jeep,WRANGLER,3
2442,31310,Petrol,Manual,1,5.5,Maruti,Dzire,8
2443,50090,Petrol,Manual,1,6.26,Honda,City,9
2444,41630,Petrol,Manual,1,10.46,Maruti,Ertiga,4
2445,90310,Petrol,Auto,2,10.71,KIA,SELTOS,6
2446,28000,Petrol,Auto,1,9.16,Maruti,Baleno,2
2447,85840,Diesel,Auto,2,6.9,Hyundai,Creta,8
2448,140000,Diesel,Manual,1,5.0,Maruti,Ertiga,9
2449,20500,Diesel,Auto,1,28.15,Jeep,MERIDIAN,2
2450,42400,Diesel,Auto,1,12.98,KIA,SELTOS,3
2451,170000,Diesel,Manual,2,3.2,Mahindra,Scorpio,13
2452,32049,Petrol,Auto,1,16.37,Jeep,Compass,6
2453,160000,Diesel,Auto,4,3.18,Hyundai,Santa Fe,14
2454,31100,Petrol,Auto,1,15.81,Volkswagen,VIRTUS,2
2455,22150,Diesel,Auto,1,16.95,Volkswagen,TIGUAN,8
2456,86510,Diesel,Auto,3,8.0,Audi,A6,13
2457,130000,Diesel,Manual,2,10.0,Jeep,Compass,7
2458,140000,Diesel,Manual,3,8.0,Toyota,Fortuner,14
2459,150000,Diesel,Manual,1,3.79,Tata,Safari Storme,12
2460,170000,Diesel,Auto,1,10.0,Audi,Q3,10
2461,96750,Diesel,Manual,2,5.0,Maruti,Vitara Brezza,9
2462,45060,Petrol,Manual,1,9.95,Maruti,XL6,3
2463,64530,Diesel,Manual,1,7.9,Ford,Ecosport,7
2464,88800,Diesel,Manual,1,4.66,Maruti,S Cross,9
2465,110000,Diesel,Auto,1,9.4,Audi,Q3,11
2466,82500,Electric,Auto,1,9.58,Tata,TIGOR EV,4
2467,150000,Diesel,Auto,1,14.0,Skoda,Kodiaq,8
2468,91810,Diesel,Manual,1,3.5,Mahindra,XUV500,12
2469,95740,Diesel,Manual,2,4.65,Ford,Ecosport,7
2470,110000,Diesel,Manual,1,7.75,Toyota,Fortuner,13
2471,130000,Diesel,Manual,1,12.5,Mahindra,Scorpio,6
2472,72870,Petrol,Manual,1,8.0,Mahindra,XUV300,5
2473,67140,Diesel,Manual,2,6.45,Mahindra,Bolero,5
2474,87330,Diesel,Manual,1,6.5,Hyundai,Creta,10
2475,34580,Petrol,Manual,1,4.57,Maruti,New Wagon-R,5
2476,16690,Petrol,Auto,1,19.0,MG,HECTOR,2
2477,150000,Diesel,Manual,2,5.71,Toyota,Fortuner,15
2478,130000,Diesel,Manual,2,6.17,Toyota,Innova,9
2479,95780,Diesel,Auto,1,21.0,Ford,Endeavour,8
2480,16079,Diesel,Manual,1,20.0,MG,HECTOR,2
2481,80890,Diesel,Manual,1,9.25,KIA,SELTOS,6
2482,210000,Petrol,Auto,1,12.5,Skoda,Superb,9
2483,89340,Diesel,Manual,2,4.21,Maruti,Vitara Brezza,9
2484,71740,Diesel,Auto,3,6.0,BMW,5 Series,14
2485,190000,Diesel,Manual,1,4.35,Renault,Duster,11
2486,33580,Petrol,Auto,1,30.0,BMW,X1,3
2487,120000,Petrol,Manual,2,4.47,Hyundai,Verna,11
2488,110000,Diesel,Auto,1,13.0,BMW,3 Series,9
2489,38010,Petrol,Auto,3,16.29,MG,HECTOR,3
2490,87380,Petrol,Manual,2,5.42,Hyundai,i20 Active,6
2491,57670,Diesel,Manual,1,10.9,Mahindra,XUV300,2
2492,14210,Diesel,Auto,1,19.08,Jeep,Compass,2
2493,38880,Diesel,Auto,3,10.0,Mercedes,Benz E Class,13
2494,72140,Diesel,Manual,1,21.0,Jeep,Compass,2
2495,130000,Diesel,Manual,1,8.5,Mahindra,MARAZZO,7
2496,86540,Diesel,Manual,2,10.5,MG,HECTOR,6
2497,33160,Petrol,Manual,1,4.52,Datsun,Go Plus,5
2498,140000,Diesel,Auto,3,11.64,Toyota,Fortuner,10
2499,40540,Diesel,Auto,1,23.29,Hyundai,Tucson,4
2500,20610,Diesel,Manual,1,15.48,Tata,Safari,4
2501,69970,Diesel,Auto,2,22.0,Mercedes,Benz C Class,7
2502,68290,Petrol,Auto,1,5.35,Honda,Jazz,7
2503,30130,Diesel,Manual,1,14.5,MG,HECTOR,6
2504,52890,Petrol,Manual,2,5.5,Maruti,Swift Dzire,4
2505,18890,Diesel,Manual,1,10.3,Mahindra,Bolero,1
2506,58090,Diesel,Auto,1,23.0,Toyota,Innova Crysta,3
2507,17210,Petrol,Manual,2,16.5,Mahindra,SCORPIO-N,3
2508,91500,Diesel,Manual,1,14.5,MG,HECTOR,5
2509,120000,Diesel,Manual,1,7.0,Toyota,Innova,10
2510,130000,Diesel,Manual,1,12.02,Tata,Harrier,6
2511,12430,Petrol,Auto,2,37.5,Mercedes,Benz GLA Class,2
2512,13740,Diesel,Auto,1,14.9,Mahindra,Thar,3
2513,33780,Diesel,Auto,1,23.01,KIA,CARNIVAL,4
2514,260000,Diesel,Manual,1,9.0,Mitsubishi,Pajero Sport,11
2515,51930,Diesel,Auto,1,30.0,MG,GLOSTER,5
2516,110000,Diesel,Auto,1,22.11,Toyota,Fortuner,8
2517,24970,Diesel,Manual,1,16.51,MG,HECTOR,3
2518,120000,Diesel,Auto,3,11.01,Audi,Q7,11
2519,54560,Petrol,Auto,1,18.5,MG,HECTOR,2
2520,72850,Diesel,Manual,1,20.0,Jeep,Compass,3
2521,130000,Diesel,Manual,1,11.0,Mitsubishi,Pajero Sport,10
2522,76070,Electric,Auto,1,10.0,Tata,NEXON EV,4
2523,140000,Diesel,Auto,2,21.34,BMW,X5,9
2524,90520,Diesel,Manual,2,14.03,Jeep,Compass,5
2525,180000,Diesel,Auto,2,18.35,Mahindra,ALTURAS G4,7
2526,190000,Diesel,Auto,3,18.5,Ford,Endeavour,7
2527,64989,Diesel,Auto,2,25.92,Hyundai,Tucson,3
2528,33090,Petrol,Manual,1,12.25,Hyundai,Creta,4
2529,12300,Petrol,Manual,1,12.9,Volkswagen,TAIGUN,3
2530,43890,Petrol,Manual,1,2.95,Maruti,Alto 800,8
2531,13400,Petrol,Auto,1,14.8,Skoda,KUSHAQ,2
2532,68790,Petrol,Manual,1,11.9,Hyundai,Creta,5
2533,33150,Petrol,Manual,1,13.4,Mahindra,Thar,2
2534,20490,Petrol,Manual,1,10.4,MG,ASTOR,3
2535,10930,Petrol,Auto,1,17.9,KIA,SELTOS,2
2536,7570,Petrol,Auto,1,12.8,Hyundai,VENUE N LINE,1
2537,39590,Petrol,Manual,1,13.5,Mahindra,Thar,4
2538,25780,Diesel,Manual,1,9.25,Mahindra,BOLERO NEO,3
2539,110000,Diesel,Manual,1,17.7,Toyota,Innova Crysta,4
2540,5000,Diesel,Auto,1,28.5,Jeep,Compass,2
2541,11410,Petrol,Manual,1,7.82,Tata,NEXON,1
2542,120000,Petrol,Manual,5,2.5,Maruti,Swift Dzire,11
2543,180000,Diesel,Auto,2,4.81,Skoda,Rapid,9
2544,29440,Petrol,Manual,1,3.0,Maruti,Alto,5
2545,58720,Diesel,Manual,1,4.81,Maruti,Ertiga,11
2546,89660,Diesel,Manual,1,6.5,Tata,Hexa,8
2547,140000,Diesel,Manual,1,4.07,Mahindra,Scorpio,14
2548,200000,Diesel,Manual,1,4.56,Maruti,Baleno,9
2549,72990,Petrol,Manual,3,2.83,Hyundai,Elite i20,10
2550,85560,Diesel,Manual,1,5.49,Maruti,Vitara Brezza,9
2551,49130,Petrol,Manual,2,3.98,Hyundai,Elite i20,8
2552,64000,Petrol,Manual,1,3.99,Maruti,Swift,8
2553,170000,Diesel,Manual,6,0.8,Maruti,Swift,15
2554,91330,Petrol,Manual,1,3.61,Maruti,Celerio,8
2555,91540,Petrol,Manual,4,1.0,Maruti,Alto,15
2556,27260,Diesel,Manual,1,18.42,Mahindra,Scorpio,4
2557,52400,Petrol,Manual,1,8.28,Tata,PUNCH,4
2558,59220,Petrol,Manual,1,5.0,Maruti,Swift,5
2559,11790,Petrol,Manual,1,7.0,Hyundai,EXTER,2
2560,67970,Diesel,Manual,2,4.21,Nissan,Terrano,11
2561,43580,Petrol,Manual,1,8.0,Hyundai,VENUE,3
2562,23050,Petrol,Manual,1,10.0,Maruti,BREZZA,2
2563,210000,Diesel,Manual,1,3.58,Renault,Duster,10
2564,100000,Diesel,Auto,1,22.5,Toyota,Fortuner,5
2565,21450,Petrol,Manual,1,2.67,Maruti,Wagon R 1.0,13
2566,28390,Petrol,Manual,1,6.55,Maruti,Dzire,2
2567,150000,Diesel,Manual,1,8.0,Mahindra,Scorpio,10
2568,11870,Petrol,Manual,1,6.5,Maruti,Eeco,1
2569,71790,Diesel,Manual,2,15.96,MG,HECTOR PLUS,3
2570,46540,Diesel,Manual,2,11.5,MG,HECTOR,5
2571,93160,Petrol,Manual,4,1.7,Hyundai,i10,14
2572,59530,Petrol,Manual,1,2.4,Maruti,Alto 800,8
2573,110000,Petrol,Manual,4,2.25,Hyundai,i10,12
2574,62490,Petrol,Manual,3,1.9,Maruti,Wagon R 1.0,14
2575,150000,Petrol,Manual,3,1.5,Hyundai,i20,15
2576,63250,Petrol,Manual,2,3.46,Hyundai,i20,12
2577,130000,Diesel,Manual,2,1.39,Ford,Fiesta,14
2578,69770,Petrol,Manual,1,5.0,Hyundai,Elite i20,9
2579,110000,Diesel,Manual,2,8.65,Maruti,Ertiga,9
2580,220000,Diesel,Manual,1,5.03,Volkswagen,Vento,11
2581,44140,Petrol,Manual,2,4.5,Hyundai,Elite i20,9
2582,150000,Diesel,Manual,2,4.0,Maruti,Swift Dzire,13
2583,51300,Petrol,Auto,4,4.11,Hyundai,Grand i10,9
2584,60120,Petrol,Manual,1,6.12,Maruti,Swift Dzire,9
2585,64400,Diesel,Manual,2,5.27,Hyundai,Grand i10,7
2586,409999,Diesel,Manual,1,3.8,Mahindra,Bolero,13
2587,38700,Diesel,Manual,1,24.26,Hyundai,Creta,1
2588,79080,Diesel,Auto,1,15.5,Hyundai,Creta,4
2589,45880,Diesel,Auto,1,21.8,ISUZU,D-Max V Cross,3
2590,88400,Diesel,Manual,2,8.5,Jeep,Compass,8
2591,20360,Petrol,Manual,1,6.18,Tata,ALTROZ,5
2592,79530,Diesel,Manual,1,5.5,Mahindra,MARAZZO,7
2593,78210,Petrol,Manual,1,2.0,Toyota,Etios,14
2594,85210,Petrol,Manual,2,1.69,Hyundai,i10,12
2595,48230,Diesel,Manual,1,12.0,Tata,Harrier,3
2596,83420,Petrol,Manual,2,2.67,Tata,Zest,9
2597,56370,Petrol,Manual,1,8.0,Hyundai,Creta,4
2598,92190,Petrol,Manual,2,1.58,Chevrolet,Sail,10
2599,90000,Petrol,Manual,2,5.83,Maruti,Ciaz,6
2600,6530,Petrol,Auto,3,1.55,Honda,CRV,15
2601,91790,Diesel,Manual,1,3.88,Ford,Ecosport,9
2602,20070,Petrol,Manual,2,13.25,Mahindra,Thar,3
2603,29990,Petrol,Manual,1,9.5,Tata,NEXON,3
2604,170000,Petrol,Manual,4,2.66,Maruti,Swift Dzire,9
2605,61130,Petrol,Manual,1,1.7,Maruti,Alto 800,12
2606,47530,Diesel,Manual,2,5.85,Mahindra,XUV300,5
2607,69670,Petrol,Manual,2,2.31,Maruti,Alto K10,9
2608,32150,Petrol,Manual,3,3.0,Honda,Mobilio,10
2609,96040,Petrol,Manual,2,2.84,Maruti,Celerio,11
2610,76140,Petrol,Manual,1,6.44,Nissan,MAGNITE,4
2611,18980,Petrol,Manual,1,4.5,Renault,Kwid,3
2612,13220,Petrol,Manual,1,3.5,Maruti,Alto,6
2613,2050,Petrol,Manual,1,9.0,Honda,WR-V,3
2614,140000,Diesel,Manual,2,3.5,Volkswagen,Ameo,9
2615,180000,Diesel,Manual,1,7.5,Mahindra,XUV500,10
2616,3240,Petrol,Auto,1,16.2,Maruti,Ertiga,1
2617,25520,Diesel,Manual,1,11.69,Mahindra,XUV300,2
2618,50440,CNG,Manual,1,5.75,Nissan,MAGNITE,2
2619,16880,Petrol,Auto,1,13.25,Mahindra,Thar,3
2620,62640,Petrol,Auto,1,2.38,Renault,Kwid,8
2621,48290,Petrol,Auto,2,4.47,Honda,City,10
2622,52910,Petrol,Manual,1,3.5,Maruti,Alto K10,3
2623,73190,Petrol,Manual,1,6.4,Tata,NEXON,4
2624,57010,Petrol,Manual,1,4.45,Maruti,Baleno,7
2625,64930,Diesel,Auto,1,10.75,Mahindra,XUV500,7
2626,66340,Petrol,Manual,1,5.5,Honda,WR-V,7
2627,58420,Petrol,Manual,2,9.5,Volkswagen,TAIGUN,4
2628,14010,Petrol,Manual,1,5.51,Tata,PUNCH,1
2629,52980,Petrol,Manual,1,2.31,Hyundai,i10,10
2630,2540,Petrol,Manual,1,10.51,Tata,Curvv,1
2631,85300,Diesel,Manual,1,10.75,Hyundai,Creta,6
2632,19450,CNG,Manual,1,5.75,Tata,Tiago,2
2633,32820,CNG,Manual,1,10.8,Maruti,JIMNY,2
2634,97890,Petrol,Manual,1,6.21,Ford,Ecosport,5
2635,39760,Petrol,Auto,1,8.94,Maruti,BREZZA,3
2636,19490,Petrol,Auto,1,6.46,Renault,Kiger,2
2637,49230,Diesel,Auto,2,7.95,Mahindra,XUV500,7
2638,59280,Diesel,Auto,1,10.25,KIA,SELTOS,5
2639,38210,Petrol,Manual,1,4.51,Tata,TIAGO NRG,4
2640,34680,Petrol,Manual,1,5.25,Hyundai,GRAND I10 NIOS,5
2641,39850,Diesel,Manual,1,6.71,Ford,Ecosport,4
2642,69290,Petrol,Manual,1,6.85,Honda,City,7
2643,73410,Petrol,Manual,1,4.65,Maruti,Celerio,3
2644,94900,Petrol,Auto,2,4.81,Ford,Ecosport,7
2645,62330,Petrol,Manual,1,7.89,Skoda,SLAVIA,3
2646,34420,Petrol,Manual,2,2.89,Hyundai,Grand i10,10
2647,53370,Petrol,Manual,1,1.97,Hyundai,i10,11
2648,18650,Petrol,Auto,1,17.95,MG,HECTOR,2
2649,88260,Diesel,Manual,1,3.87,Ford,Figo Aspire,6
2650,22820,Petrol,Manual,1,5.65,Honda,Amaze,4
2651,48980,Petrol,Manual,1,6.99,Toyota,URBAN CRUISER,3
2652,65360,CNG,Manual,1,8.75,Maruti,Ertiga,5
2653,97890,Diesel,Auto,1,6.59,KIA,SONET,5
2654,47690,Petrol,Auto,1,11.5,MG,HECTOR,5
2655,82440,Petrol,Manual,1,2.81,Volkswagen,Polo,10
2656,25950,Petrol,Manual,1,4.9,Maruti,Celerio,3
2657,59600,CNG,Manual,1,5.05,Maruti,New Wagon-R,2
2658,41180,Petrol,Manual,1,9.55,Maruti,BREZZA,2
2659,3590,Diesel,Manual,1,15.75,Hyundai,Creta,1
2660,29110,CNG,Manual,1,5.35,Maruti,New Wagon-R,3
2661,70280,Petrol,Manual,2,5.57,Hyundai,Creta,7
2662,90990,Petrol,Manual,1,3.92,Maruti,Dzire,7
2663,39240,Petrol,Manual,1,3.63,Honda,Jazz,8
2664,36220,Petrol,Manual,2,1.81,Honda,Brio,12
2665,140000,Petrol,Auto,1,5.71,Toyota,YARIS,7
2666,70950,Diesel,Auto,1,11.8,Tata,Harrier,4
2667,19100,Petrol,Manual,1,9.6,Tata,NEXON,1
2668,18850,Petrol,Manual,2,10.95,Mahindra,Thar,2
2669,33160,Petrol,Manual,2,10.5,Mahindra,Thar,3
2670,40570,Petrol,Manual,1,3.49,Hyundai,Elite i20,10
2671,40210,Petrol,Auto,1,7.65,Maruti,Baleno,3
2672,55070,Petrol,Manual,1,5.7,Hyundai,Creta,9
2673,94870,Diesel,Manual,2,6.15,Tata,Hexa,7
2674,18380,Petrol,Manual,2,4.95,Toyota,Corolla Altis,11
2675,49170,Petrol,Auto,1,12.21,Volkswagen,TAIGUN,3
2676,75790,Diesel,Manual,1,5.31,Renault,Duster,6
2677,58920,Petrol,Auto,1,3.83,Maruti,Celerio,7
2678,9590,Petrol,Manual,1,5.55,Maruti,Baleno,4
2679,51480,Diesel,Auto,1,6.5,Maruti,Vitara Brezza,6
2680,24580,Diesel,Auto,1,19.88,Mahindra,XUV700,3
2681,17720,Petrol,Auto,1,9.21,Hyundai,VENUE N LINE,3
2682,57360,Petrol,Manual,1,1.51,Hyundai,i10,12
2683,29500,Petrol,Manual,1,2.24,Hyundai,i20,13
2684,78490,Diesel,Manual,1,7.3,Mahindra,Bolero,4
2685,26950,Petrol,Manual,1,4.2,Maruti,New Wagon-R,4
2686,42680,Petrol,Auto,1,9.1,Tata,NEXON,2
2687,36280,Petrol,Auto,1,16.15,Toyota,Innova Crysta,5
2688,27290,Petrol,Auto,1,7.13,Renault,Kiger,3
2689,62680,Petrol,Manual,1,4.41,Maruti,Baleno,7
2690,52850,Petrol,Manual,1,5.3,Honda,Amaze,3
2691,30490,Diesel,Auto,2,26.95,Toyota,Fortuner,4
2692,57880,Petrol,Manual,1,7.25,Hyundai,Creta,6
2693,51030,Petrol,Manual,1,2.18,Maruti,Wagon R 1.0,11
2694,82880,Petrol,Auto,1,5.63,Hyundai,VENUE,6
2695,31980,Petrol,Manual,1,2.32,Maruti,Wagon R 1.0,11
2696,35970,Petrol,Manual,1,3.97,Maruti,New Wagon-R,4
2697,20780,Petrol,Manual,1,7.65,KIA,SONET,2
2698,23120,Petrol,Auto,1,8.51,Tata,NEXON,3
2699,79830,Petrol,Auto,1,4.43,Maruti,Dzire,7
2700,70230,Petrol,Manual,1,10.99,MG,ASTOR,3
2701,25650,Petrol,Manual,1,5.5,Maruti,Swift,3
2702,51390,Diesel,Manual,1,5.8,Ford,Ecosport,6
2703,75140,Petrol,Manual,2,4.95,Maruti,Baleno,4
2704,38240,Petrol,Manual,1,5.45,Nissan,MAGNITE,2
2705,48610,Petrol,Manual,1,9.8,Honda,City,3
2706,35720,Petrol,Manual,1,4.82,Nissan,MAGNITE,2
2707,22100,Petrol,Manual,1,9.53,KIA,SONET,1
2708,29340,Petrol,Manual,1,5.58,Nissan,MAGNITE,2
2709,93580,Petrol,Manual,1,4.64,Hyundai,Elite i20,8
2710,4300,Petrol,Auto,1,8.49,Tata,ALTROZ,1
2711,43380,Diesel,Auto,1,12.87,Tata,Harrier,4
2712,26950,Petrol,Manual,1,14.11,KIA,CARENS,1
2713,68180,Petrol,Auto,1,8.2,Maruti,Ciaz,4
2714,58290,Diesel,Manual,1,11.73,Tata,Safari,4
2715,54080,Diesel,Manual,1,21.26,Toyota,Fortuner,7
2716,78150,Petrol,Auto,1,20.5,Mahindra,XUV700,3
2717,45970,Petrol,Manual,1,3.89,Hyundai,Elite i20,10
2718,69200,Petrol,Auto,1,7.58,Hyundai,Creta,8
2719,30160,Petrol,Manual,2,4.73,Tata,Tiago,4
2720,70310,Petrol,Manual,1,5.16,Hyundai,Elite i20,5
2721,73700,CNG,Manual,1,4.44,Hyundai,Elite i20,7
2722,27500,Petrol,Manual,1,16.7,Hyundai,Creta,1
2723,11000,Petrol,Manual,1,3.55,Hyundai,Grand i10,9
2724,54740,Petrol,Manual,1,5.59,Toyota,Glanza,5
2725,67290,Diesel,Manual,1,15.0,Mahindra,XUV700,3
2726,39170,Diesel,Auto,1,20.79,Tata,Safari,2
2727,15580,Petrol,Manual,1,8.48,Honda,Amaze,1
2728,24550,Petrol,Manual,1,5.6,Maruti,Baleno,2
2729,47600,Petrol,Manual,1,15.9,Mahindra,XUV700,3
2730,32810,Petrol,Manual,1,3.5,Maruti,Swift,10
2731,100000,Diesel,Manual,1,6.51,Tata,NEXON,5
2732,81090,Petrol,Manual,1,6.46,KIA,SONET,5
2733,31540,Diesel,Manual,2,7.23,Hyundai,VENUE,5
2734,12130,Diesel,Manual,1,9.03,Mahindra,BOLERO NEO,1
2735,21510,Petrol,Manual,1,11.13,MG,ASTOR,3
2736,35730,Petrol,Manual,1,6.84,Tata,NEXON,5
2737,24360,Petrol,Manual,1,6.56,Honda,WR-V,4
2738,73700,Diesel,Manual,1,6.8,Tata,ALTROZ,4
2739,23080,Petrol,Manual,1,9.2,Volkswagen,TAIGUN,1
2740,37600,Petrol,Manual,1,6.31,Honda,City,6
2741,15950,Petrol,Manual,1,4.57,Maruti,New Wagon-R,4
2742,75930,Petrol,Manual,1,1.85,Hyundai,i10,11
2743,73430,Petrol,Manual,1,6.64,Tata,NEXON,5
2744,55660,CNG,Manual,1,5.75,Maruti,Ertiga,9
2745,31790,Petrol,Auto,1,14.3,Volkswagen,VIRTUS,1
2746,43930,Petrol,Manual,1,5.63,Maruti,Vitara Brezza,5
2747,17380,Petrol,Manual,1,6.13,Tata,NEXON,6
2748,15590,Petrol,Manual,1,8.83,Ford,Ecosport,4
2749,36180,Diesel,Auto,1,16.0,Mahindra,Thar,1
2750,75360,Diesel,Manual,1,10.24,Mahindra,XUV300,3
2751,56210,Petrol,Manual,1,5.18,Maruti,Ciaz,7
2752,3420,Petrol,Manual,1,3.73,Maruti,Alto K10,1
2753,23450,Petrol,Manual,1,8.4,Maruti,FRONX,2
2754,17630,Petrol,Manual,1,5.44,Tata,PUNCH,3
2755,60960,Petrol,Auto,2,10.25,Mahindra,Thar,4
2756,48290,Diesel,Manual,1,8.14,KIA,SONET,5
2757,62910,Petrol,Manual,2,1.87,Renault,Kwid,9
2758,61630,Petrol,Manual,1,4.89,Renault,TRIBER,4
2759,47530,Petrol,Manual,1,7.45,Hyundai,Verna,6
2760,22660,Petrol,Manual,1,4.98,Maruti,New Wagon-R,2
2761,19960,Petrol,Auto,1,6.16,Honda,Amaze,3
2762,74820,Petrol,Manual,1,9.8,Volkswagen,VIRTUS,2
2763,20910,Petrol,Auto,1,5.41,Maruti,Celerio,2
2764,62950,Petrol,Auto,1,9.65,Volkswagen,TAIGUN,4
2765,81230,Petrol,Manual,1,6.8,Ford,Ecosport,5
2766,31000,Petrol,Auto,1,8.64,KIA,SONET,5
2767,12270,Petrol,Manual,1,5.82,Hyundai,GRAND I10 NIOS,2
2768,63180,Petrol,Manual,1,5.15,Maruti,Swift,6
2769,28100,Petrol,Manual,1,16.7,Hyundai,Creta,1
2770,32990,Petrol,Manual,1,16.7,Hyundai,Creta,1
2771,16309,Petrol,Auto,1,21.0,Jeep,Compass,3
2772,34100,Petrol,Manual,1,4.67,Tata,ALTROZ,4
2773,38360,Petrol,Manual,1,3.27,Maruti,Swift,10
2774,56750,Petrol,Manual,2,5.92,Skoda,Rapid,5
2775,58170,Diesel,Manual,1,9.59,KIA,CARENS,2
2776,80070,Petrol,Manual,1,8.33,Hyundai,Creta,4
2777,43010,Petrol,Manual,1,8.61,Hyundai,Creta,4
2778,62900,Petrol,Manual,2,7.21,Hyundai,New Elantra,6
2779,110000,Petrol,Manual,1,3.16,Hyundai,Grand i10,9
2780,37670,Petrol,Manual,2,1.75,Datsun,Redi Go,7
2781,15840,Petrol,Manual,1,6.21,KIA,SONET,4
2782,15700,Petrol,Manual,1,3.73,Maruti,S PRESSO,5
2783,38660,Petrol,Manual,1,9.68,MG,HECTOR,4
2784,46260,Petrol,Manual,1,7.72,Skoda,SLAVIA,2
2785,27860,Petrol,Manual,1,5.67,Maruti,Baleno,3
2786,48010,Petrol,Manual,1,5.87,Tata,NEXON,3
2787,33360,Petrol,Auto,1,9.1,Tata,NEXON,2
2788,49720,Petrol,Auto,2,2.38,Renault,Kwid,8
2789,32030,Petrol,Manual,1,2.18,Hyundai,i10,11
2790,25310,Petrol,Manual,1,2.09,Hyundai,i10,11
2791,38590,Petrol,Manual,1,5.76,Hyundai,VENUE,5
2792,30680,Petrol,Manual,1,5.32,Maruti,Swift,2
2793,10000,Petrol,Manual,1,9.54,Volkswagen,TAIGUN,1
2794,43330,Petrol,Manual,1,2.89,Maruti,S PRESSO,6
2795,39280,Petrol,Auto,1,5.83,Honda,Amaze,5
2796,47280,Petrol,Manual,3,4.31,Hyundai,Elite i20,6
2797,55400,Petrol,Manual,1,2.77,Maruti,Wagon R 1.0,10
2798,31590,Petrol,Manual,1,4.21,Maruti,IGNIS,2
2799,32870,Petrol,Manual,1,8.23,Tata,NEXON,3
2800,33800,Petrol,Auto,3,38.0,Jeep,WRANGLER,8
2801,41080,Petrol,Manual,2,3.55,Hyundai,Elite i20,8
2802,74040,Petrol,Manual,1,2.98,Honda,Amaze,10
2803,70850,Petrol,Auto,1,6.56,Honda,City,8
2804,89950,Petrol,Manual,1,3.0,Maruti,Alto,5
2805,110000,Petrol,Manual,2,2.21,Maruti,Alto K10,10
2806,110000,Diesel,Manual,4,1.5,Mahindra,Kuv100,9
2807,15760,Petrol,Manual,1,7.28,Tata,NEXON,2
2808,100000,Diesel,Manual,1,16.95,Mahindra,Scorpio,5
2809,76820,Petrol,Manual,1,5.0,Hyundai,Elite i20,5
2810,14680,Petrol,Manual,1,5.5,Renault,TRIBER,2
2811,97430,Diesel,Manual,1,1.85,Maruti,Swift Dzire,14
2812,130000,Petrol,Manual,1,3.41,Maruti,Baleno,8
2813,57420,Petrol,Manual,2,2.32,Maruti,Alto 800,6
