,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Brand,Model_Only,Car Age
430,81870,Petrol,Manual,2,2.45,Hyundai,i10,16
431,120000,Diesel,Manual,2,4.31,Maruti,Swift,11
432,1019999,Diesel,Manual,1,1.84,Hyundai,Grand i10,10
433,57120,Petrol,Manual,1,5.5,Honda,Amaze,7
434,88080,Petrol,Auto,2,2.25,Honda,Jazz,10
435,71720,Petrol,Manual,2,3.4,Maruti,Alto K10,7
436,80770,Petrol,Manual,2,2.9,Maruti,Wagon R 1.0,9
437,100000,Diesel,Manual,1,3.15,Toyota,Corolla Altis,14
438,61600,Petrol,Manual,2,3.4,Hyundai,Grand i10,10
439,100000,Diesel,Manual,3,2.14,Renault,Duster,12
440,12120,Petrol,Manual,1,3.8,Renault,Kwid,3
441,82980,Diesel,Manual,1,5.45,Hyundai,Elite i20,9
442,51410,Petrol,Manual,2,2.6,Honda,Brio,12
443,96880,Diesel,Auto,1,2.25,Skoda,Laura,14
444,110000,Petrol,Manual,3,0.5,Maruti,Alto,15
445,18890,Petrol,Manual,1,6.68,Maruti,Swift,3
446,180000,Diesel,Manual,1,4.5,Maruti,Ertiga,10
447,95300,Diesel,Manual,2,3.0,Maruti,Swift,13
448,34340,Diesel,Auto,1,16.0,Mahindra,Thar,3
449,71790,Diesel,Manual,2,3.25,Toyota,Etios,12
450,33180,Petrol,Manual,1,2.71,Honda,Brio,12
451,78230,Petrol,Manual,2,3.0,Renault,Kwid,6
452,70370,Petrol,Manual,1,4.8,Hyundai,Elite i20,10
453,48830,Petrol,Manual,1,7.69,Volkswagen,Vento,3
454,35650,Petrol,Manual,1,5.1,Hyundai,GRAND I10 NIOS,4
455,36460,Petrol,Manual,1,4.18,Honda,Jazz,8
456,56550,Diesel,Manual,2,10.5,Hyundai,Verna,5
457,74500,Petrol,Manual,2,5.25,Hyundai,Elite i20,8
458,40440,Diesel,Auto,1,16.99,Hyundai,Creta,3
459,150000,Diesel,Auto,2,10.5,Toyota,Fortuner,13
460,97820,Petrol,Auto,2,3.6,Maruti,Alto K10,8
461,6470,Diesel,Manual,1,6.25,Maruti,Swift,7
462,68390,Diesel,Manual,1,9.1,KIA,SELTOS,6
463,60800,Diesel,Manual,3,5.1,Ford,Ecosport,7
464,45630,Petrol,Manual,1,7.02,Maruti,Vitara Brezza,4
465,200000,Diesel,Auto,1,14.25,Toyota,Fortuner,11
466,100000,Diesel,Manual,1,2.98,Renault,Duster,12
467,35960,Petrol,Manual,1,4.5,Maruti,New Wagon-R,3
468,91250,Diesel,Manual,1,5.14,Skoda,Rapid,9
469,140000,Diesel,Manual,2,12.24,Toyota,Innova Crysta,8
470,16710,Petrol,Auto,1,10.0,KIA,SONET,2
471,77100,Diesel,Auto,1,14.7,Toyota,Innova Crysta,8
472,27940,Diesel,Manual,1,9.13,Hyundai,NEW I20,3
473,94460,Diesel,Manual,1,3.63,Tata,Safari Storme,12
474,19500,Diesel,Auto,1,21.0,Tata,Harrier,2
475,150000,Diesel,Auto,1,8.14,Mercedes,Benz GL Class,13
476,160000,Diesel,Auto,2,7.24,Audi,Q7,14
477,92050,Diesel,Manual,2,2.1,Volkswagen,Vento,15
478,71720,Petrol,Manual,1,2.21,Maruti,Alto 800,7
479,150000,Diesel,Manual,2,1.23,Hyundai,Verna,14
480,71870,Petrol,Manual,5,0.96,Chevrolet,Sail,10
481,77160,Diesel,Auto,2,15.72,Tata,Harrier,5
482,100000,Diesel,Manual,3,1.96,Hyundai,Verna,13
483,47380,Petrol,Manual,1,5.69,Renault,TRIBER,2
484,130000,Petrol,Manual,1,2.25,Maruti,Wagon R 1.0,11
485,140000,Diesel,Manual,3,1.49,Volkswagen,Vento,14
486,110000,Petrol,Manual,2,2.69,Hyundai,i20,12
487,88750,Diesel,Manual,2,2.7,Hyundai,Grand i10,10
488,140000,Petrol,Manual,1,1.5,Chevrolet,Sail,12
489,620000,Petrol,Manual,2,0.75,Datsun,Redi Go,9
490,150000,Petrol,Manual,1,4.23,Honda,Amaze,7
491,86180,Petrol,Manual,3,1.25,Ford,Fiesta,13
492,100000,Diesel,Manual,2,1.49,Hyundai,i20,15
493,160000,Petrol,Manual,2,1.8,Maruti,Eeco,11
494,150000,Petrol,Manual,3,0.6,Chevrolet,Beat,15
495,130000,Petrol,Manual,1,3.0,Maruti,Celerio,9
496,140000,Petrol,Manual,4,1.11,Maruti,Wagon R 1.0,15
497,150000,Diesel,Manual,4,1.48,Toyota,Etios Liva,13
498,30510,Petrol,Manual,1,10.5,Volkswagen,VIRTUS,3
499,170000,Petrol,Manual,2,2.21,Maruti,Wagon R 1.0,11
500,140000,Petrol,Manual,1,3.64,Honda,City,11
501,33530,Petrol,Manual,3,0.82,Maruti,Alto,15
502,120000,Petrol,Manual,2,3.3,Honda,Amaze,10
503,70320,Petrol,Manual,2,3.35,Tata,Tiago,8
504,67280,Petrol,Manual,1,1.39,Datsun,Go,10
505,110000,Petrol,Manual,2,1.27,Datsun,Go Plus,10
506,150000,Diesel,Manual,1,1.0,Tata,Manza,14
507,45930,Diesel,Manual,1,3.56,Ford,New Figo,10
508,140000,Diesel,Manual,2,2.55,Hyundai,Xcent,10
509,77900,Petrol,Manual,2,2.2,Hyundai,i10,12
510,110000,Diesel,Manual,3,2.8,Maruti,Ertiga,13
511,200000,Petrol,Auto,4,1.63,Honda,City,15
512,220000,Diesel,Manual,1,4.35,Skoda,Rapid,8
513,120000,Diesel,Manual,2,0.75,Maruti,Ritz,15
514,160000,Petrol,Manual,1,1.1,Datsun,Redi Go,9
515,170000,Diesel,Manual,3,0.78,Ford,Figo,13
516,96780,Petrol,Auto,3,3.87,Hyundai,Verna,8
517,220000,Diesel,Manual,2,1.55,Ford,Figo,11
518,110000,Diesel,Manual,2,1.2,Volkswagen,Polo,15
519,100000,Petrol,Manual,1,0.83,Maruti,Alto,15
520,56630,Petrol,Manual,1,5.36,Maruti,Baleno,6
521,55480,Petrol,Manual,3,3.36,Honda,Jazz,9
522,87660,Diesel,Manual,2,6.44,Maruti,Ertiga,8
523,69610,Petrol,Manual,1,2.53,Maruti,Wagon R 1.0,12
524,180000,Petrol,Manual,1,4.0,Hyundai,Grand i10,7
525,100000,Diesel,Manual,1,6.39,Mahindra,XUV500,8
526,180000,Petrol,Manual,1,1.03,Maruti,Wagon R Duo,15
527,82590,Petrol,Manual,1,5.3,Maruti,Swift,4
528,170000,Diesel,Manual,2,3.18,Volkswagen,Polo,10
529,160000,Diesel,Manual,1,6.45,Maruti,Vitara Brezza,8
530,110000,Petrol,Manual,1,4.59,Renault,TRIBER,3
531,100000,Petrol,Manual,2,2.42,Tata,Zest,8
532,70840,Petrol,Manual,1,9.6,Hyundai,Creta,5
533,530000,Diesel,Manual,2,2.59,Mahindra,Xylo,13
534,81360,Petrol,Manual,1,6.74,Maruti,Vitara Brezza,5
535,72260,Diesel,Manual,1,3.89,Honda,Amaze,8
536,89880,Petrol,Manual,2,3.11,Honda,City,10
537,170000,Petrol,Manual,1,5.9,Honda,City,8
538,26200,Petrol,Manual,1,9.65,KIA,CARENS,2
539,87770,Diesel,Auto,1,8.64,Hyundai,Verna,6
540,95940,Petrol,Manual,1,8.72,Maruti,Ertiga,3
541,110000,Diesel,Manual,1,5.14,Maruti,Dzire,8
542,477,Petrol,Auto,2,9.95,Toyota,URBAN CRUISER,3
543,120000,Diesel,Manual,1,4.19,Maruti,Ciaz,10
544,110000,Petrol,Manual,1,4.31,Hyundai,Grand i10,6
545,90300,Diesel,Manual,1,16.5,Tata,Harrier,3
546,5360,Petrol,Manual,2,3.89,Maruti,Alto,3
547,81090,Petrol,Manual,2,4.8,Maruti,Swift,3
548,35460,Petrol,Manual,2,5.52,Hyundai,GRAND I10 NIOS,4
549,66110,Petrol,Manual,1,3.1,Mahindra,KUV 100 NXT,7
550,110000,Diesel,Manual,1,7.8,Hyundai,Creta,9
551,67490,Petrol,Manual,1,4.29,Maruti,Swift Dzire,9
552,29630,Petrol,Auto,1,6.69,Honda,City,7
553,23520,Diesel,Manual,1,13.77,Tata,NEXON,1
554,140000,Diesel,Manual,2,3.5,Honda,Mobilio,10
555,26840,Petrol,Manual,1,12.72,MG,ASTOR,3
556,25840,Petrol,Manual,1,11.09,Mahindra,Thar,3
557,90290,Petrol,Manual,1,5.83,Tata,NEXON,6
558,110000,Diesel,Manual,1,6.32,Tata,Hexa,7
559,180000,Petrol,Manual,1,3.66,Maruti,Eeco,8
560,61960,Petrol,Manual,2,4.01,Maruti,New Wagon-R,6
561,7160,Petrol,Manual,1,11.96,Tata,NEXON,1
562,79210,Diesel,Manual,2,6.27,Toyota,Innova,10
563,100000,Diesel,Manual,3,4.23,Renault,Captur,8
564,120000,Diesel,Manual,1,9.95,MG,HECTOR,6
565,51600,Petrol,Auto,2,11.0,Honda,City,4
566,55190,Diesel,Auto,2,13.5,Hyundai,Creta,3
567,190000,Diesel,Auto,2,16.89,Mercedes,Benz C Class,8
568,33060,Petrol,Auto,2,7.5,Mahindra,XUV300,4
569,43870,Petrol,Auto,1,14.27,MG,HECTOR,3
570,180000,Diesel,Manual,1,6.65,Mahindra,TUV 300 PLUS,5
571,31880,Diesel,Manual,1,16.5,Tata,Harrier,2
572,30280,Petrol,Manual,1,7.9,Maruti,Baleno,1
573,28710,Diesel,Manual,1,15.15,KIA,SELTOS,3
574,170000,Diesel,Auto,2,33.5,Mercedes,Benz GLE,7
575,74380,Petrol,Manual,2,1.4,Hyundai,i20,14
576,32759,Petrol,Manual,2,4.31,Maruti,Baleno,7
577,78870,Diesel,Manual,2,6.94,Hyundai,Verna,7
578,29600,Petrol,Manual,2,2.99,Maruti,Swift,9
579,1420,Petrol,Manual,2,6.5,Hyundai,NEW I20,4
580,71550,Petrol,Manual,2,10.51,Maruti,Ertiga,6
581,15120,Diesel,Manual,1,10.64,Mahindra,Thar,1
582,150000,Diesel,Manual,3,1.32,Maruti,Ritz,14
583,86220,Petrol,Manual,1,5.69,Renault,TRIBER,4
584,51010,Petrol,Manual,1,5.32,Hyundai,GRAND I10 NIOS,5
585,15860,Diesel,Manual,1,22.2,Toyota,Innova Crysta,1
586,69130,Petrol,Manual,1,7.32,Maruti,Dzire,1
587,43260,Petrol,Manual,2,4.7,Maruti,New Wagon-R,5
588,120000,Diesel,Manual,3,1.48,Ford,Figo,15
589,210000,Diesel,Manual,4,4.03,Maruti,Swift,11
590,229999,Diesel,Manual,2,1.3,Nissan,Micra,15
591,229999,Diesel,Manual,3,1.37,Mahindra,Verito,13
592,67170,Diesel,Manual,2,3.35,Tata,Tiago,7
593,160000,Diesel,Manual,6,2.34,Mahindra,Xylo,12
594,37080,Petrol,Manual,3,2.2,Honda,Amaze,12
595,64319,Petrol,Manual,2,1.7,Chevrolet,Beat,15
596,190000,Diesel,Manual,1,4.0,Ford,Figo Aspire,8
597,180000,Diesel,Manual,4,2.8,Maruti,Swift,12
598,120000,Petrol,Manual,2,2.65,Maruti,Wagon R 1.0,10
599,80570,Petrol,Manual,1,6.89,Tata,NEXON,4
600,26830,Petrol,Manual,2,2.9,Hyundai,i10,12
601,140000,Diesel,Manual,3,2.17,Volkswagen,Vento,14
602,140000,Petrol,Manual,6,1.98,Maruti,A Star,15
603,50320,Petrol,Manual,2,2.0,Honda,Brio,12
604,140000,Diesel,Manual,5,2.5,Hyundai,i20,13
605,92250,Petrol,Manual,4,3.0,Hyundai,i20,12
606,140000,Diesel,Manual,4,1.38,Fiat,Grand Punto,14
607,130000,Petrol,Manual,4,1.98,Volkswagen,Vento,14
608,82880,Petrol,Manual,2,2.58,Maruti,Wagon R 1.0,11
609,130000,Petrol,Manual,3,2.8,Maruti,Wagon R 1.0,11
610,58550,Petrol,Manual,2,1.84,Hyundai,Eon,10
611,64349,Petrol,Manual,1,6.0,Maruti,Swift,5
612,100000,Petrol,Manual,1,5.0,Maruti,Swift Dzire,9
613,66720,Diesel,Manual,2,3.44,Tata,Tiago,7
614,79200,Petrol,Manual,4,1.87,Volkswagen,Vento,13
615,100000,Petrol,Manual,2,3.77,Maruti,Celerio,10
616,83710,Petrol,Manual,1,10.66,Maruti,Ertiga,3
617,95430,Petrol,Auto,3,2.2,Hyundai,i10,12
618,70780,Petrol,Manual,6,1.02,Hyundai,i10,17
619,65269,Petrol,Manual,1,4.88,Tata,Tiago,4
620,46570,Petrol,Manual,1,3.25,Maruti,Alto K10,10
621,130000,Petrol,Manual,4,1.0,Maruti,Wagon R 1.0,14
622,78270,Petrol,Manual,1,3.87,Tata,Tiago,8
623,14230,Petrol,Manual,1,7.0,Tata,PUNCH,2
624,43370,Petrol,Manual,1,3.98,Maruti,Celerio,3
625,65349,Diesel,Manual,1,4.0,Volkswagen,Polo,10
626,50100,Petrol,Manual,2,0.42,Tata,Nano,14
627,42310,Petrol,Manual,3,3.8,Maruti,Alto,4
628,110000,Petrol,Manual,3,1.78,Hyundai,Eon,10
629,99240,Diesel,Manual,1,1.81,Tata,Manza,13
630,100000,Diesel,Manual,2,1.76,Ford,Figo,14
631,160000,Diesel,Manual,2,2.5,Renault,Duster,13
632,93380,Petrol,Manual,2,2.2,Maruti,Alto 800,13
633,170000,Diesel,Manual,5,1.94,Hyundai,i20,13
634,160000,Petrol,Manual,2,3.5,Volkswagen,Polo,9
635,55080,Petrol,Manual,2,2.0,Hyundai,i10,13
636,190000,Petrol,Manual,1,2.87,Maruti,Alto K10,6
637,78110,Petrol,Manual,1,4.0,Tata,TIAGO NRG,7
638,49480,Petrol,Manual,1,5.5,Maruti,Baleno,3
639,87640,Petrol,Manual,2,4.42,Honda,City,11
640,110000,Petrol,Manual,2,4.05,Hyundai,Elite i20,8
641,98640,Diesel,Manual,1,7.0,Maruti,Dzire,7
642,110000,Petrol,Manual,1,4.0,Volkswagen,Ameo,7
643,74930,Diesel,Manual,2,7.4,Maruti,Ertiga,8
644,79550,Petrol,Manual,2,1.4,Maruti,Alto K10,14
645,16900,Petrol,Manual,2,3.1,Hyundai,i10,10
646,85310,Petrol,Manual,3,0.75,Maruti,Zen Estilo,15
647,79250,Diesel,Manual,3,1.6,Renault,Pulse,10
648,88400,Petrol,Auto,2,8.25,Tata,NEXON,5
649,82980,Petrol,Manual,1,1.8,Hyundai,Eon,12
650,18010,Petrol,Manual,1,0.68,Tata,Nano,13
651,110000,Diesel,Manual,4,2.3,Mahindra,XUV500,13
652,54450,Petrol,Manual,3,1.6,Hyundai,i10,15
653,130000,Diesel,Manual,5,6.0,Tata,NEXON,8
654,73490,Diesel,Manual,1,2.57,Nissan,Sunny,13
655,120000,Petrol,Manual,1,1.5,Maruti,Alto K10,15
656,82470,Petrol,Manual,3,0.75,Chevrolet,Optra Magnum,14
657,150000,Diesel,Auto,1,17.0,KIA,CARENS,3
658,91380,Petrol,Manual,3,2.49,Maruti,Wagon R 1.0,11
659,130000,Diesel,Manual,2,2.79,Hyundai,Grand i10,11
660,240000,Diesel,Manual,1,4.36,Hyundai,Xcent,9
661,140000,Diesel,Manual,3,1.8,Nissan,Sunny,10
662,220000,Diesel,Manual,1,1.0,Ford,Figo,15
663,46230,Petrol,Manual,2,2.05,Hyundai,i10,15
664,160000,Diesel,Manual,3,1.46,Tata,Indica Vista,13
665,50360,Petrol,Manual,2,2.5,Maruti,Alto 800,10
666,200000,Petrol,Manual,1,3.0,Maruti,Wagon R 1.0,10
667,140000,Petrol,Manual,5,4.2,Maruti,Ertiga,11
668,23120,Petrol,Manual,1,2.8,Hyundai,Eon,8
669,50820,Petrol,Manual,1,3.5,Renault,Kwid,6
670,59480,Petrol,Manual,4,1.5,Hyundai,i10,14
671,62610,Petrol,Manual,3,1.35,Maruti,Alto K10,13
672,94210,Petrol,Manual,5,1.51,Maruti,Wagon R 1.0,14
673,60140,Petrol,Manual,1,2.75,Hyundai,i10,12
674,30400,Petrol,Manual,1,8.5,Maruti,FRONX,1
675,130000,Diesel,Manual,3,1.75,Maruti,Ritz,14
676,43570,Petrol,Auto,4,1.5,Tata,Nano,9
677,229999,Diesel,Manual,3,2.5,Maruti,SX4,14
678,890000,Diesel,Auto,5,2.14,Hyundai,New Elantra,13
679,160000,Diesel,Manual,6,1.5,Hyundai,Verna,15
680,210000,Diesel,Manual,6,1.42,Toyota,Innova,19
681,120000,Diesel,Manual,1,1.4,Chevrolet,Beat,13
682,70260,Petrol,Manual,2,2.04,Honda,Brio,14
683,229999,Diesel,Manual,2,1.25,Ford,Fiesta,15
684,150000,Diesel,Manual,3,5.1,Maruti,Ertiga,13
685,100000,Diesel,Manual,1,23.39,Tata,Harrier,4
686,110000,Diesel,Manual,2,6.0,Mahindra,TUV300,7
687,250000,Diesel,Manual,1,3.5,Ford,Figo Aspire,9
688,13510,Petrol,Manual,1,7.0,Tata,ALTROZ,2
689,67290,Petrol,Manual,1,3.51,Hyundai,Grand i10,11
690,150000,Diesel,Manual,2,3.6,Honda,Amaze,12
691,240000,Diesel,Manual,2,2.23,Volkswagen,Vento,14
692,140000,Petrol,Manual,4,0.78,Maruti,Zen Estilo,15
693,100000,Petrol,Manual,3,3.8,Maruti,Swift,11
694,26440,Petrol,Manual,1,1.6,Maruti,Alto K10,15
695,11500,Petrol,Manual,1,12.5,MG,ASTOR,3
696,170000,Diesel,Manual,2,2.12,Maruti,Swift,15
697,33870,Petrol,Manual,1,7.0,Tata,PUNCH,2
698,21690,Diesel,Auto,1,20.36,KIA,CARENS,2
699,200000,Diesel,Manual,2,4.2,Maruti,Swift Dzire,12
700,150000,Petrol,Manual,3,2.75,Volkswagen,Vento,14
701,67590,Petrol,Manual,1,4.2,Tata,TIGOR,6
702,55470,Petrol,Manual,2,2.12,Datsun,Redi Go,8
703,120000,Diesel,Manual,3,2.65,Hyundai,i20,13
704,170000,Petrol,Manual,2,4.0,Maruti,Celerio,5
705,140000,Diesel,Manual,1,6.37,Hyundai,Elite i20,8
706,96760,Petrol,Manual,3,2.55,Honda,Brio,11
707,63930,Petrol,Manual,3,2.75,Maruti,Alto 800,7
708,190000,Diesel,Manual,1,3.76,Volkswagen,Vento,12
709,180000,Diesel,Manual,3,1.14,Tata,Indica Vista,13
710,150000,Diesel,Manual,1,4.6,Honda,City,10
711,180000,Diesel,Manual,3,1.42,Tata,Manza,13
712,4220,Petrol,Auto,1,18.0,Volkswagen,VIRTUS,0
713,110000,Petrol,Manual,3,3.57,Maruti,Wagon R 1.0,8
714,41780,Petrol,Auto,1,10.5,Honda,City,4
715,55500,Diesel,Manual,2,3.29,Volkswagen,Vento,12
716,71980,Petrol,Manual,3,3.5,Hyundai,Grand i10,10
717,180000,Petrol,Manual,3,6.9,Maruti,Ertiga,8
718,34200,Petrol,Manual,1,2.6,Maruti,Wagon R 1.0,14
719,260000,Diesel,Manual,4,2.87,Hyundai,i20,12
720,84380,Petrol,Manual,3,4.0,Hyundai,Elite i20,10
721,99120,Petrol,Auto,3,3.4,Maruti,Alto K10,8
722,56670,Petrol,Manual,1,6.61,Hyundai,Elite i20,5
723,78060,Petrol,Manual,2,7.19,Hyundai,Creta,7
724,120000,Diesel,Auto,3,4.5,BMW,X1,14
725,130000,Diesel,Auto,3,7.96,BMW,3 Series,12
726,85000,Diesel,Auto,1,7.0,Tata,NEXON,7
727,96860,Petrol,Manual,2,4.84,Honda,City,10
728,97510,Diesel,Manual,3,1.35,Tata,Indica Vista,11
729,44910,Diesel,Auto,2,9.64,Volkswagen,Ameo,7
730,80830,Petrol,Manual,2,4.2,Maruti,Celerio,8
731,190000,Petrol,Manual,1,5.2,Honda,City,10
732,110000,Petrol,Manual,1,5.0,Hyundai,Verna,9
733,100000,Petrol,Manual,1,4.5,Maruti,Baleno,8
734,29900,Petrol,Manual,1,6.5,Toyota,Glanza,2
735,31050,Petrol,Manual,1,6.5,Tata,ALTROZ,3
736,39740,Diesel,Manual,1,5.71,Hyundai,Grand i10,8
737,120000,Diesel,Manual,1,3.99,Hyundai,i20,11
738,120000,Petrol,Manual,2,2.47,Datsun,Go Plus,10
739,160000,Diesel,Manual,1,4.38,Hyundai,Xcent,10
740,110000,Diesel,Manual,2,2.45,Renault,Duster,13
741,100000,Diesel,Manual,2,4.0,Volkswagen,Polo,10
742,110000,Petrol,Manual,4,2.4,Maruti,Alto 800,10
743,77600,Diesel,Manual,3,2.9,Hyundai,i20,12
744,120000,Diesel,Manual,1,3.5,Mahindra,Kuv100,9
745,54350,Petrol,Auto,1,3.0,Maruti,Wagon R 1.0,10
746,100000,Petrol,Manual,3,3.34,Maruti,Swift,12
747,170000,Diesel,Manual,2,2.89,Maruti,Swift Dzire,15
748,260000,Diesel,Manual,4,2.5,Toyota,Innova,17
749,270000,Diesel,Manual,4,3.0,Hyundai,Verna,13
750,67880,Diesel,Auto,1,5.5,Maruti,IGNIS,8
751,7400,Petrol,Manual,1,12.5,Hyundai,Creta,2
752,110000,Diesel,Manual,2,3.0,Renault,Duster,12
753,160000,Diesel,Manual,1,7.0,Tata,NEXON,7
754,160000,Diesel,Auto,3,6.59,Maruti,Dzire,7
755,49100,Petrol,Manual,1,2.39,Maruti,Wagon R 1.0,14
756,170000,Diesel,Manual,4,2.5,Maruti,Ritz,12
757,87630,Diesel,Manual,3,3.85,Volkswagen,Jetta,11
758,190000,Petrol,Manual,1,2.6,Honda,Civic,14
759,110000,Petrol,Manual,4,3.66,Hyundai,Grand i10,9
760,11550,Diesel,Manual,2,15.5,Mahindra,Thar,4
761,70240,Petrol,Manual,1,6.8,Honda,Amaze,4
762,110000,Diesel,Manual,2,4.98,Ford,Figo Aspire,8
763,150000,Diesel,Manual,2,10.5,Mahindra,XUV500,7
764,100000,Diesel,Manual,1,9.5,Mahindra,XUV300,2
765,73630,Petrol,Manual,3,2.62,Hyundai,Eon,10
766,390000,Diesel,Manual,4,2.67,Maruti,Swift Dzire,15
767,140000,Diesel,Manual,1,5.95,Maruti,Ciaz,9
768,85990,Petrol,Manual,1,7.0,Renault,TRIBER,3
769,68430,Petrol,Manual,1,7.3,Tata,NEXON,3
770,40630,Petrol,Manual,1,6.59,Hyundai,GRAND I10 NIOS,4
771,94590,Petrol,Auto,1,5.0,Maruti,Swift,7
772,41850,Petrol,Manual,1,11.1,KIA,CARENS,2
773,9630,Petrol,Manual,1,6.6,Maruti,Eeco,1
774,29780,Petrol,Manual,1,8.95,KIA,SONET,5
775,36930,Petrol,Manual,2,9.1,Honda,City,3
776,39000,Petrol,Manual,2,5.5,Maruti,Baleno,5
777,82750,Petrol,Manual,2,9.0,Hyundai,Creta,6
778,99630,Diesel,Manual,3,4.5,Hyundai,Xcent,8
779,210000,Diesel,Manual,1,10.5,Hyundai,Creta,5
780,39530,Petrol,Manual,1,7.0,Tata,Tiago,1
781,80430,Petrol,Manual,2,4.0,Maruti,Wagon R 1.0,8
782,95750,Electric,Auto,1,2.75,Mahindra,E20 Plus,8
783,37350,Petrol,Auto,1,8.2,Tata,PUNCH,2
784,120000,Diesel,Manual,4,5.54,Mahindra,TUV300,7
785,120000,Diesel,Manual,1,8.36,Skoda,Rapid,7
786,89420,Diesel,Manual,2,7.5,Hyundai,Creta,10
787,48040,Petrol,Manual,1,6.83,Maruti,Baleno,4
788,110000,Diesel,Manual,1,8.0,Renault,Duster,6
789,83870,Petrol,Manual,1,5.9,Maruti,Baleno,6
790,89390,Diesel,Auto,2,11.38,Jaguar,XF,11
791,49450,Diesel,Manual,1,13.87,Mahindra,Thar,2
792,71550,Diesel,Auto,2,13.5,Mahindra,Thar,4
793,110000,Petrol,Manual,1,7.5,Volkswagen,Polo,4
794,5200,Petrol,Manual,1,10.5,MG,ASTOR,3
795,30820,Petrol,Auto,1,8.79,Tata,ALTROZ,2
796,68370,Petrol,Manual,2,6.04,Renault,TRIBER,6
797,110000,Diesel,Auto,1,8.15,Maruti,Dzire,7
798,180000,Diesel,Manual,2,4.0,Maruti,Swift Dzire,9
799,42720,Petrol,Auto,3,3.72,Maruti,Wagon R 1.0,7
800,150000,Diesel,Manual,2,4.0,Volkswagen,Vento,10
801,63390,Petrol,Manual,1,10.8,Maruti,Ertiga,3
802,69450,Petrol,Manual,1,7.6,Tata,NEXON,3
803,140000,Diesel,Auto,1,7.35,Maruti,Vitara Brezza,7
804,58820,Petrol,Manual,1,15.4,Hyundai,Creta,4
805,110000,Diesel,Auto,3,10.51,Mahindra,XUV500,7
806,220000,Diesel,Auto,2,3.0,Skoda,Superb,14
807,98210,Petrol,Manual,2,11.46,Maruti,Ertiga,3
808,110000,Petrol,Manual,1,7.0,Tata,TIGOR,2
809,72160,Petrol,Manual,1,10.5,KIA,SELTOS,5
810,33370,Petrol,Auto,2,14.0,Skoda,KUSHAQ,2
811,160000,Diesel,Auto,3,4.0,Audi,A4,15
812,150000,Diesel,Manual,2,6.78,Toyota,Innova,11
813,130000,Diesel,Manual,1,3.0,Toyota,Etios Liva,13
814,190000,Diesel,Manual,3,3.6,Toyota,Etios,10
815,84180,Petrol,Manual,1,6.42,Maruti,Baleno,5
816,190000,Diesel,Manual,2,5.5,Maruti,Ertiga,13
817,64379,Petrol,Auto,2,13.0,Hyundai,Creta,5
818,520000,Diesel,Manual,3,3.08,Toyota,Etios,10
819,50370,Petrol,Auto,1,3.65,Maruti,Wagon R 1.0,8
820,100000,Diesel,Manual,2,6.4,Maruti,Ciaz,7
821,28650,Petrol,Auto,1,8.0,Hyundai,GRAND I10 NIOS,2
822,10860,Petrol,Auto,1,20.0,KIA,SELTOS,1
823,180000,Diesel,Manual,1,5.58,Mahindra,TUV300,10
824,160000,Diesel,Auto,3,4.0,Volkswagen,Vento,10
825,31180,Petrol,Auto,1,4.5,Renault,Kwid,4
826,170000,Diesel,Manual,2,3.34,Skoda,Rapid,12
827,78470,Diesel,Manual,1,6.19,Honda,Mobilio,10
828,34390,Petrol,Manual,2,2.99,Hyundai,Eon,9
829,190000,Diesel,Manual,3,4.23,Hyundai,Verna,12
830,180000,Diesel,Manual,3,3.25,Hyundai,Verna,13
831,160000,Petrol,Manual,4,3.28,Skoda,Superb,12
832,110000,Diesel,Manual,3,5.22,Ford,Ecosport,8
833,43740,Petrol,Manual,1,9.0,Hyundai,VENUE,4
834,130000,Petrol,Manual,1,6.75,Maruti,Baleno,6
835,29390,Diesel,Manual,1,9.5,Mahindra,Thar,6
836,120000,Diesel,Manual,2,5.38,Renault,Lodgy,9
837,130000,Diesel,Manual,1,3.2,Maruti,Swift,13
838,110000,Diesel,Auto,3,11.0,Audi,Q5,12
839,36870,Petrol,Manual,1,4.8,Maruti,New Wagon-R,6
840,180000,Diesel,Manual,1,8.0,Honda,City,7
841,110000,Diesel,Auto,3,3.81,Volkswagen,Jetta,13
842,13520,Petrol,Auto,1,17.01,KIA,SELTOS,1
843,140000,Diesel,Manual,1,14.9,Mahindra,XUV500,6
844,61810,Diesel,Manual,1,10.75,KIA,SONET,3
845,100000,Diesel,Manual,2,6.95,Hyundai,GRAND I10 NIOS,4
846,28690,Petrol,Auto,1,33.0,Skoda,Octavia,3
847,100000,Diesel,Manual,1,15.5,Mahindra,Scorpio,6
848,16760,Petrol,Manual,1,8.75,Tata,ALTROZ,1
849,24440,Electric,Auto,3,3.72,Mahindra,E20 Plus,8
850,170000,Diesel,Manual,1,3.5,Hyundai,New Elantra,12
851,180000,Diesel,Manual,4,3.08,Maruti,Ritz,10
852,14570,Petrol,Manual,1,13.0,Skoda,KUSHAQ,3
853,250000,Diesel,Manual,3,8.5,Toyota,Fortuner,14
854,120000,Diesel,Manual,3,4.8,Hyundai,Verna,11
855,160000,Diesel,Manual,1,3.39,Renault,Duster,12
856,49980,Petrol,Manual,1,8.5,Hyundai,Creta,7
857,120000,Diesel,Manual,1,5.0,Renault,Duster,9
858,18350,Diesel,Manual,1,15.5,Mahindra,Thar,3
